#,Date-Time (PDT),Ch: 1 - Temperature   (°F),Ch: 2 - RH   (%),Dew Point   (°F),Button Down,Host Connected,End of File
2875,04/24/2023 10:56:33,61.15,77.82,54.20,,,
2876,04/24/2023 11:01:33,61.42,77.58,54.38,,,
2877,04/24/2023 11:06:33,62.48,75.60,54.70,,,
2878,04/24/2023 11:11:33,63.35,74.15,55.01,,,
2879,04/24/2023 11:16:33,65.28,71.48,55.85,,,
2880,04/24/2023 11:21:33,65.49,69.52,55.29,,,
2881,04/24/2023 11:26:33,65.89,69.59,55.71,,,
2882,04/24/2023 11:31:33,66.09,66.75,54.75,,,
2883,04/24/2023 11:36:33,66.78,66.78,55.42,,,
2884,04/24/2023 11:41:33,66.49,68.84,55.98,,,
2885,04/24/2023 11:46:33,66.94,66.43,55.42,,,
2886,04/24/2023 11:51:33,68.02,63.87,55.37,,,
2887,04/24/2023 11:56:33,66.57,67.84,55.65,,,
2888,04/24/2023 12:01:33,67.30,66.23,55.69,,,
2889,04/24/2023 12:06:33,68.87,65.28,56.78,,,
2890,04/24/2023 12:11:33,68.77,62.76,55.59,,,
2891,04/24/2023 12:16:33,68.04,65.91,56.25,,,
2892,04/24/2023 12:21:33,67.86,66.08,56.16,,,
2893,04/24/2023 12:26:33,69.45,63.52,56.57,,,
2894,04/24/2023 12:31:33,68.69,62.88,55.57,,,
2895,04/24/2023 12:36:33,70.95,61.18,56.95,,,
2896,04/24/2023 12:41:33,71.11,59.16,56.17,,,
2897,04/24/2023 12:46:33,71.18,59.52,56.41,,,
2898,04/24/2023 12:51:33,72.59,55.54,55.81,,,
2899,04/24/2023 12:56:33,71.59,60.05,57.03,,,
2900,04/24/2023 13:01:33,71.22,57.27,55.38,,,
2901,04/24/2023 13:06:33,72.94,56.37,56.54,,,
2902,04/24/2023 13:11:33,71.65,55.69,55.00,,,
2903,04/24/2023 13:16:33,71.86,59.29,56.93,,,
2904,04/24/2023 13:21:33,73.48,55.16,56.45,,,
2905,04/24/2023 13:26:33,74.52,54.51,57.09,,,
2906,04/24/2023 13:31:33,74.06,50.52,54.56,,,
2907,04/24/2023 13:36:33,74.33,50.94,55.03,,,
2908,04/24/2023 13:41:33,73.27,51.95,54.60,,,
2909,04/24/2023 13:46:33,74.56,50.79,55.17,,,
2910,04/24/2023 13:51:33,73.06,54.55,55.74,,,
2911,04/24/2023 13:56:33,72.23,56.48,55.93,,,
2912,04/24/2023 14:01:33,73.15,55.13,56.12,,,
2913,04/24/2023 14:06:33,72.46,55.27,55.55,,,
2914,04/24/2023 14:11:33,73.71,54.43,56.29,,,
2915,04/24/2023 14:16:33,72.59,55.22,55.65,,,
2916,04/24/2023 14:21:33,72.61,54.01,55.06,,,
2917,04/24/2023 14:26:33,72.94,54.49,55.60,,,
2918,04/24/2023 14:31:33,73.75,53.03,55.61,,,
2919,04/24/2023 14:36:33,73.13,53.12,55.08,,,
2920,04/24/2023 14:41:33,72.50,54.82,55.36,,,
2921,04/24/2023 14:46:33,73.52,54.13,55.96,,,
2922,04/24/2023 14:51:33,74.83,52.12,56.13,,,
2923,04/24/2023 14:56:33,73.52,53.72,55.75,,,
2924,04/24/2023 15:01:33,73.58,54.82,56.36,,,
2925,04/24/2023 15:06:33,72.67,54.36,55.29,,,
2926,04/24/2023 15:11:33,71.57,56.27,55.22,,,
2927,04/24/2023 15:16:33,71.94,56.28,55.56,,,
2928,04/24/2023 15:21:33,71.18,56.50,54.97,,,
2929,04/24/2023 15:26:33,71.86,56.73,55.71,,,
2930,04/24/2023 15:31:33,72.27,54.91,55.19,,,
2931,04/24/2023 15:36:33,70.66,57.02,54.73,,,
2932,04/24/2023 15:41:33,71.45,56.54,55.24,,,
2933,04/24/2023 15:46:33,71.24,57.96,55.72,,,
2934,04/24/2023 15:51:33,71.22,57.84,55.65,,,
2935,04/24/2023 15:56:33,70.43,57.32,54.66,,,
2936,04/24/2023 16:01:33,72.01,55.41,55.21,,,
2937,04/24/2023 16:06:33,72.59,54.62,55.35,,,
2938,04/24/2023 16:11:33,71.80,55.34,54.97,,,
2939,04/24/2023 16:16:33,71.18,55.29,54.37,,,
2940,04/24/2023 16:21:33,71.05,56.50,54.84,,,
2941,04/24/2023 16:26:33,71.13,57.32,55.31,,,
2942,04/24/2023 16:31:33,70.99,57.38,55.21,,,
2943,04/24/2023 16:36:33,70.05,58.62,54.92,,,
2944,04/24/2023 16:41:33,70.78,58.01,55.32,,,
2945,04/24/2023 16:46:33,71.15,56.38,54.87,,,
2946,04/24/2023 16:51:33,70.62,57.99,55.16,,,
2947,04/24/2023 16:56:33,70.76,57.20,54.91,,,
2948,04/24/2023 17:01:33,70.80,58.10,55.37,,,
2949,04/24/2023 17:06:33,70.89,57.58,55.22,,,
2950,04/24/2023 17:11:33,69.68,58.66,54.59,,,
2951,04/24/2023 17:16:33,70.08,59.57,55.39,,,
2952,04/24/2023 17:21:33,69.20,61.11,55.26,,,
2953,04/24/2023 17:26:33,70.03,59.00,55.07,,,
2954,04/24/2023 17:31:33,68.37,62.45,55.08,,,
2955,04/24/2023 17:36:33,68.44,61.76,54.84,,,
2956,04/24/2023 17:41:33,68.71,61.58,55.02,,,
2957,04/24/2023 17:46:33,68.37,61.71,54.75,,,
2958,04/24/2023 17:51:33,67.13,63.70,54.45,,,
2959,04/24/2023 17:56:33,66.30,65.76,54.54,,,
2960,04/24/2023 18:01:33,65.80,67.21,54.66,,,
2961,04/24/2023 18:06:33,65.62,67.56,54.63,,,
2962,04/24/2023 18:11:33,64.97,68.65,54.45,,,
2963,04/24/2023 18:16:33,64.47,69.51,54.31,,,
2964,04/24/2023 18:21:33,64.12,70.72,54.45,,,
2965,04/24/2023 18:26:33,63.77,71.51,54.42,,,
2966,04/24/2023 18:31:33,63.42,72.06,54.30,,,
2967,04/24/2023 18:36:33,62.98,73.12,54.27,,,
2968,04/24/2023 18:41:33,62.65,73.84,54.22,,,
2969,04/24/2023 18:46:33,62.28,74.66,54.17,,,
2970,04/24/2023 18:51:33,62.15,75.69,54.41,,,
2971,04/24/2023 18:56:33,61.88,76.06,54.29,,,
2972,04/24/2023 19:01:33,61.38,77.12,54.18,,,
2973,04/24/2023 19:06:33,60.74,78.49,54.04,,,
2974,04/24/2023 19:11:33,60.26,79.82,54.04,,,
2975,04/24/2023 19:16:33,59.89,80.89,54.04,,,
2976,04/24/2023 19:21:33,59.56,81.70,53.99,,,
2977,04/24/2023 19:26:33,59.02,83.01,53.90,,,
2978,04/24/2023 19:31:33,58.67,83.89,53.85,,,
2979,04/24/2023 19:36:33,58.37,84.50,53.74,,,
2980,04/24/2023 19:41:33,57.98,85.35,53.64,,,
2981,04/24/2023 19:46:33,57.59,86.16,53.52,,,
2982,04/24/2023 19:51:33,57.36,86.73,53.47,,,
2983,04/24/2023 19:56:33,57.27,86.72,53.37,,,
2984,04/24/2023 20:01:33,57.09,87.17,53.34,,,
2985,04/24/2023 20:06:33,56.80,87.83,53.26,,,
2986,04/24/2023 20:11:33,56.72,87.56,53.10,,,
2987,04/24/2023 20:16:33,56.61,87.48,52.96,,,
2988,04/24/2023 20:21:33,56.38,87.16,52.63,,,
2989,04/24/2023 20:26:33,56.24,87.06,52.47,,,
2990,04/24/2023 20:31:33,56.20,87.12,52.45,,,
2991,04/24/2023 20:36:33,55.84,88.04,52.38,,,
2992,04/24/2023 20:41:33,55.51,88.62,52.23,,,
2993,04/24/2023 20:46:33,55.06,89.57,52.08,,,
2994,04/24/2023 20:51:33,55.26,89.56,52.27,,,
2995,04/24/2023 20:56:33,55.18,89.52,52.18,,,
2996,04/24/2023 21:01:33,55.06,89.69,52.12,,,
2997,04/24/2023 21:06:33,54.89,90.32,52.14,,,
2998,04/24/2023 21:11:33,54.37,91.45,51.96,,,
2999,04/24/2023 21:16:33,54.47,91.76,52.14,,,
3000,04/24/2023 21:21:33,54.50,91.50,52.11,,,
3001,04/24/2023 21:26:33,54.49,92.05,52.25,,,
3002,04/24/2023 21:31:33,54.23,92.47,52.13,,,
3003,04/24/2023 21:36:33,54.35,92.63,52.29,,,
3004,04/24/2023 21:41:33,54.66,91.83,52.36,,,
3005,04/24/2023 21:46:33,54.06,92.69,52.02,,,
3006,04/24/2023 21:51:33,54.29,92.95,52.32,,,
3007,04/24/2023 21:56:33,53.98,93.16,52.08,,,
3008,04/24/2023 22:01:33,53.56,94.11,51.93,,,
3009,04/24/2023 22:06:33,52.69,93.42,50.87,,,
3010,04/24/2023 22:11:33,51.92,94.29,50.35,,,
3011,04/24/2023 22:16:33,51.42,95.04,50.07,,,
3012,04/24/2023 22:21:33,51.05,95.95,49.95,,,
3013,04/24/2023 22:26:33,50.70,96.51,49.76,,,
3014,04/24/2023 22:31:33,50.47,96.61,49.56,,,
3015,04/24/2023 22:36:33,49.95,95.78,48.81,,,
3016,04/24/2023 22:41:33,49.91,97.64,49.29,,,
3017,04/24/2023 22:46:33,49.47,97.33,48.76,,,
3018,04/24/2023 22:51:33,49.14,97.13,48.38,,,
3019,04/24/2023 22:56:33,48.93,97.79,48.35,,,
3020,04/24/2023 23:01:33,48.77,97.87,48.21,,,
3021,04/24/2023 23:06:33,48.71,98.33,48.28,,,
3022,04/24/2023 23:11:33,48.67,98.74,48.35,,,
3023,04/24/2023 23:16:33,48.33,98.51,47.94,,,
3024,04/24/2023 23:21:33,48.35,98.57,47.98,,,
3025,04/24/2023 23:26:33,48.75,98.99,48.50,,,
3026,04/24/2023 23:31:33,49.08,99.25,48.90,,,
3027,04/24/2023 23:36:33,49.49,99.44,49.35,,,
3028,04/24/2023 23:41:33,50.01,99.48,49.89,,,
3029,04/24/2023 23:46:33,50.51,99.54,50.41,,,
3030,04/24/2023 23:51:33,50.74,99.50,50.63,,,
3031,04/24/2023 23:56:33,50.84,99.45,50.71,,,
3032,04/25/2023 00:01:33,51.20,99.53,51.10,,,
3033,04/25/2023 00:06:33,51.53,99.39,51.39,,,
3034,04/25/2023 00:11:33,51.61,99.42,51.47,,,
3035,04/25/2023 00:16:33,51.84,99.24,51.66,,,
3036,04/25/2023 00:21:33,51.74,98.95,51.48,,,
3037,04/25/2023 00:26:33,51.78,98.88,51.50,,,
3038,04/25/2023 00:31:33,52.07,98.70,51.74,,,
3039,04/25/2023 00:36:33,52.27,98.80,51.96,,,
3040,04/25/2023 00:41:33,52.57,98.66,52.23,,,
3041,04/25/2023 00:46:33,52.75,98.34,52.32,,,
3042,04/25/2023 00:51:33,52.84,97.79,52.26,,,
3043,04/25/2023 00:56:33,53.00,97.47,52.33,,,
3044,04/25/2023 01:01:33,53.23,97.77,52.64,,,
3045,04/25/2023 01:06:33,53.33,97.92,52.78,,,
3046,04/25/2023 01:11:33,53.46,97.72,52.86,,,
3047,04/25/2023 01:16:33,53.67,97.56,53.03,,,
3048,04/25/2023 01:21:33,53.77,97.52,53.11,,,
3049,04/25/2023 01:26:33,53.94,97.32,53.23,,,
3050,04/25/2023 01:31:33,54.12,96.82,53.26,,,
3051,04/25/2023 01:36:33,54.14,97.25,53.40,,,
3052,04/25/2023 01:41:33,54.20,96.96,53.38,,,
3053,04/25/2023 01:46:33,54.22,96.87,53.37,,,
3054,04/25/2023 01:51:33,54.22,96.83,53.36,,,
3055,04/25/2023 01:56:33,54.27,96.54,53.34,,,
3056,04/25/2023 02:01:33,54.25,96.43,53.29,,,
3057,04/25/2023 02:06:33,54.23,96.68,53.34,,,
3058,04/25/2023 02:11:33,54.06,96.27,53.05,,,
3059,04/25/2023 02:16:33,53.96,96.60,53.05,,,
3060,04/25/2023 02:21:33,53.98,96.55,53.05,,,
3061,04/25/2023 02:26:33,53.91,96.77,53.03,,,
3062,04/25/2023 02:31:33,53.91,96.77,53.04,,,
3063,04/25/2023 02:36:33,53.85,97.06,53.06,,,
3064,04/25/2023 02:41:33,53.96,97.11,53.19,,,
3065,04/25/2023 02:46:33,53.93,96.98,53.11,,,
3066,04/25/2023 02:51:33,53.91,97.46,53.23,,,
3067,04/25/2023 02:56:33,53.98,97.19,53.23,,,
3068,04/25/2023 03:01:33,53.98,97.22,53.24,,,
3069,04/25/2023 03:06:33,53.96,97.16,53.20,,,
3070,04/25/2023 03:11:33,53.98,97.20,53.23,,,
3071,04/25/2023 03:16:33,54.04,97.49,53.37,,,
3072,04/25/2023 03:21:33,54.08,97.45,53.40,,,
3073,04/25/2023 03:26:33,54.10,97.11,53.32,,,
3074,04/25/2023 03:31:33,54.16,97.24,53.42,,,
3075,04/25/2023 03:36:33,54.22,96.98,53.40,,,
3076,04/25/2023 03:41:33,54.23,97.19,53.48,,,
3077,04/25/2023 03:46:33,54.18,96.98,53.37,,,
3078,04/25/2023 03:51:33,54.14,96.90,53.30,,,
3079,04/25/2023 03:56:33,54.20,96.96,53.38,,,
3080,04/25/2023 04:01:33,54.18,97.07,53.39,,,
3081,04/25/2023 04:06:33,54.27,97.15,53.51,,,
3082,04/25/2023 04:11:33,54.33,97.06,53.54,,,
3083,04/25/2023 04:16:33,54.29,96.96,53.48,,,
3084,04/25/2023 04:21:33,54.37,96.47,53.41,,,
3085,04/25/2023 04:26:33,54.31,96.66,53.41,,,
3086,04/25/2023 04:31:33,54.37,96.77,53.50,,,
3087,04/25/2023 04:36:33,54.39,96.62,53.48,,,
3088,04/25/2023 04:41:33,54.37,96.35,53.38,,,
3089,04/25/2023 04:46:33,54.49,96.49,53.53,,,
3090,04/25/2023 04:51:33,54.41,96.68,53.51,,,
3091,04/25/2023 04:56:33,54.49,96.56,53.55,,,
3092,04/25/2023 05:01:33,54.45,96.57,53.52,,,
3093,04/25/2023 05:06:33,54.54,96.62,53.63,,,
3094,04/25/2023 05:11:33,54.50,96.66,53.60,,,
3095,04/25/2023 05:16:33,54.54,96.87,53.70,,,
3096,04/25/2023 05:21:33,54.62,96.84,53.77,,,
3097,04/25/2023 05:26:33,54.62,97.03,53.82,,,
3098,04/25/2023 05:31:33,54.60,97.31,53.88,,,
3099,04/25/2023 05:36:33,54.58,97.29,53.86,,,
3100,04/25/2023 05:41:33,54.54,97.93,54.00,,,
3101,04/25/2023 05:46:33,54.56,97.78,53.97,,,
3102,04/25/2023 05:51:33,54.49,97.99,53.96,,,
3103,04/25/2023 05:56:33,54.56,98.01,54.04,,,
3104,04/25/2023 06:01:33,54.50,98.01,53.98,,,
3105,04/25/2023 06:06:33,54.49,98.25,54.03,,,
3106,04/25/2023 06:11:33,54.54,98.60,54.18,,,
3107,04/25/2023 06:16:33,54.50,98.33,54.07,,,
3108,04/25/2023 06:21:33,54.54,98.33,54.11,,,
3109,04/25/2023 06:26:33,54.54,98.58,54.18,,,
3110,04/25/2023 06:31:33,54.62,98.51,54.24,,,
3111,04/25/2023 06:36:33,54.62,98.43,54.21,,,
3112,04/25/2023 06:41:33,54.68,98.54,54.30,,,
3113,04/25/2023 06:46:33,54.66,98.17,54.18,,,
3114,04/25/2023 06:51:33,54.70,98.25,54.24,,,
3115,04/25/2023 06:56:33,54.78,98.24,54.31,,,
3116,04/25/2023 07:01:33,54.76,98.31,54.32,,,
3117,04/25/2023 07:06:33,54.81,98.03,54.29,,,
3118,04/25/2023 07:11:33,54.89,98.32,54.45,,,
3119,04/25/2023 07:16:33,55.08,98.57,54.72,,,
3120,04/25/2023 07:21:33,55.24,98.22,54.77,,,
3121,04/25/2023 07:26:33,55.45,98.49,55.06,,,
3122,04/25/2023 07:31:33,55.59,97.17,54.82,,,
3123,04/25/2023 07:36:33,55.84,97.46,55.16,,,
3124,04/25/2023 07:41:33,55.76,96.84,54.90,,,
3125,04/25/2023 07:46:33,56.01,96.67,55.10,,,
3126,04/25/2023 07:51:33,56.38,95.71,55.20,,,
3127,04/25/2023 07:56:33,56.53,95.68,55.34,,,
3128,04/25/2023 08:01:33,56.65,95.59,55.43,,,
3129,04/25/2023 08:06:33,56.69,95.53,55.45,,,
3130,04/25/2023 08:11:33,56.72,94.13,55.08,,,
3131,04/25/2023 08:16:33,56.96,94.83,55.52,,,
3132,04/25/2023 08:21:33,57.03,93.05,55.07,,,
3133,04/25/2023 08:26:33,57.21,92.65,55.13,,,
3134,04/25/2023 08:31:33,57.27,93.25,55.36,,,
3135,04/25/2023 08:36:33,57.40,93.57,55.59,,,
3136,04/25/2023 08:41:33,57.56,93.03,55.59,,,
3137,04/25/2023 08:46:33,57.71,90.28,54.91,,,
3138,04/25/2023 08:51:33,58.13,89.25,55.02,,,
3139,04/25/2023 08:56:33,58.21,90.19,55.38,,,
3140,04/25/2023 09:01:33,58.46,89.74,55.49,,,
3141,04/25/2023 09:06:33,58.46,89.29,55.35,,,
3142,04/25/2023 09:11:33,58.79,87.94,55.26,,,
3143,04/25/2023 09:16:33,59.04,87.06,55.23,,,
3144,04/25/2023 09:21:33,59.41,85.95,55.23,,,
3145,04/25/2023 09:26:33,59.50,86.76,55.59,,,
3146,04/25/2023 09:31:33,59.50,84.29,54.79,,,
3147,04/25/2023 09:36:33,59.74,83.65,54.81,,,
3148,04/25/2023 09:41:33,59.83,85.55,55.52,,,
3149,04/25/2023 09:46:33,59.64,84.09,54.86,,,
3150,04/25/2023 09:51:33,59.54,82.97,54.40,,,
3151,04/25/2023 09:56:33,59.79,85.15,55.36,,,
3152,04/25/2023 10:01:33,59.43,83.47,54.45,,,
3153,04/25/2023 10:06:33,59.41,82.99,54.27,,,
3154,04/25/2023 10:11:33,59.76,83.38,54.74,,,
3155,04/25/2023 10:16:33,59.85,83.83,54.98,,,
3156,04/25/2023 10:21:33,60.30,82.57,55.00,,,
3157,04/25/2023 10:26:33,60.43,82.73,55.19,,,
3158,04/25/2023 10:31:33,60.47,81.12,54.68,,,
3159,04/25/2023 10:36:33,60.70,80.04,54.54,,,
3160,04/25/2023 10:41:33,60.37,81.34,54.66,,,
3161,04/25/2023 10:46:33,60.43,80.41,54.41,,,
3162,04/25/2023 10:51:33,60.57,80.32,54.51,,,
3163,04/25/2023 10:56:33,61.15,79.55,54.80,,,
3164,04/25/2023 11:01:33,62.09,78.76,55.45,,,
3165,04/25/2023 11:06:33,62.01,77.92,55.08,,,
3166,04/25/2023 11:11:33,62.83,77.83,55.84,,,
3167,04/25/2023 11:16:33,63.58,72.92,54.77,,,
3168,04/25/2023 11:21:33,63.62,73.70,55.10,,,
3169,04/25/2023 11:26:33,63.29,74.36,55.03,,,
3170,04/25/2023 11:31:33,63.89,76.33,56.33,,,
3171,04/25/2023 11:36:33,63.66,73.61,55.10,,,
3172,04/25/2023 11:41:33,63.87,72.70,54.97,,,
3173,04/25/2023 11:46:33,63.79,72.75,54.91,,,
3174,04/25/2023 11:51:33,63.64,74.41,55.38,,,
3175,04/25/2023 11:56:33,64.62,71.02,55.05,,,
3176,04/25/2023 12:01:33,64.95,70.12,55.01,,,
3177,04/25/2023 12:06:33,65.47,69.88,55.42,,,
3178,04/25/2023 12:11:33,66.34,67.00,55.09,,,
3179,04/25/2023 12:16:33,65.80,69.02,55.39,,,
3180,04/25/2023 12:21:33,66.40,68.39,55.71,,,
3181,04/25/2023 12:26:33,66.76,67.07,55.52,,,
3182,04/25/2023 12:31:33,66.74,68.41,56.05,,,
3183,04/25/2023 12:36:33,66.30,68.05,55.48,,,
3184,04/25/2023 12:41:33,66.88,67.48,55.80,,,
3185,04/25/2023 12:46:33,67.46,64.31,55.02,,,
3186,04/25/2023 12:51:33,68.08,65.64,56.18,,,
3187,04/25/2023 12:56:33,67.23,64.31,54.81,,,
3188,04/25/2023 13:01:33,68.02,64.53,55.65,,,
3189,04/25/2023 13:06:33,68.00,63.95,55.38,,,
3190,04/25/2023 13:11:33,68.25,64.48,55.85,,,
3191,04/25/2023 13:16:33,69.18,62.66,55.93,,,
3192,04/25/2023 13:21:33,68.54,62.00,55.04,,,
3193,04/25/2023 13:26:33,68.44,62.62,55.22,,,
3194,04/25/2023 13:31:33,68.91,63.94,56.24,,,
3195,04/25/2023 13:36:33,69.16,62.15,55.69,,,
3196,04/25/2023 13:41:33,69.50,62.43,56.14,,,
3197,04/25/2023 13:46:33,69.78,60.87,55.70,,,
3198,04/25/2023 13:51:33,70.34,60.57,56.09,,,
3199,04/25/2023 13:56:33,72.00,58.95,56.90,,,
3200,04/25/2023 14:01:33,71.78,57.08,55.81,,,
3201,04/25/2023 14:06:33,70.80,58.33,55.48,,,
3202,04/25/2023 14:11:33,71.11,59.14,56.16,,,
3203,04/25/2023 14:16:33,70.57,58.93,55.55,,,
3204,04/25/2023 14:21:33,70.74,61.65,56.96,,,
3205,04/25/2023 14:26:33,71.53,56.71,55.39,,,
3206,04/25/2023 14:31:33,69.99,59.36,55.21,,,
3207,04/25/2023 14:36:33,70.20,58.74,55.12,,,
3208,04/25/2023 14:41:33,70.59,57.49,54.89,,,
3209,04/25/2023 14:46:33,70.05,59.91,55.51,,,
3210,04/25/2023 14:51:33,70.99,58.36,55.68,,,
3211,04/25/2023 14:56:33,72.17,58.30,56.75,,,
3212,04/25/2023 15:01:33,72.46,55.17,55.50,,,
3213,04/25/2023 15:06:33,71.82,55.45,55.04,,,
3214,04/25/2023 15:11:33,72.28,57.86,56.65,,,
3215,04/25/2023 15:16:33,72.52,54.50,55.21,,,
3216,04/25/2023 15:21:33,71.78,56.66,55.60,,,
3217,04/25/2023 15:26:33,69.87,58.63,54.76,,,
3218,04/25/2023 15:31:33,70.55,57.77,54.98,,,
3219,04/25/2023 15:36:33,69.49,60.78,55.39,,,
3220,04/25/2023 15:41:33,71.30,56.13,54.89,,,
3221,04/25/2023 15:46:33,71.18,56.41,54.92,,,
3222,04/25/2023 15:51:33,70.34,57.26,54.54,,,
3223,04/25/2023 15:56:33,69.99,59.39,55.22,,,
3224,04/25/2023 16:01:33,68.98,60.03,54.57,,,
3225,04/25/2023 16:06:33,69.08,61.57,55.36,,,
3226,04/25/2023 16:11:33,68.39,61.59,54.71,,,
3227,04/25/2023 16:16:33,69.04,59.82,54.53,,,
3228,04/25/2023 16:21:33,68.39,60.47,54.21,,,
3229,04/25/2023 16:26:33,69.97,58.78,54.92,,,
3230,04/25/2023 16:31:33,69.91,58.83,54.89,,,
3231,04/25/2023 16:36:33,70.41,58.29,55.11,,,
3232,04/25/2023 16:41:33,69.37,59.59,54.73,,,
3233,04/25/2023 16:46:33,68.77,59.57,54.16,,,
3234,04/25/2023 16:51:33,68.46,60.05,54.09,,,
3235,04/25/2023 16:56:33,67.75,61.33,54.00,,,
3236,04/25/2023 17:01:33,68.42,60.52,54.27,,,
3237,04/25/2023 17:06:33,68.56,60.75,54.50,,,
3238,04/25/2023 17:11:33,69.12,59.22,54.33,,,
3239,04/25/2023 17:16:33,67.81,60.70,53.77,,,
3240,04/25/2023 17:21:33,66.01,63.27,53.21,,,
3241,04/25/2023 17:26:33,65.99,64.31,53.63,,,
3242,04/25/2023 17:31:33,66.26,62.52,53.12,,,
3243,04/25/2023 17:36:33,66.22,63.40,53.46,,,
3244,04/25/2023 17:41:33,65.51,65.01,53.47,,,
3245,04/25/2023 17:46:33,65.18,65.35,53.30,,,
3246,04/25/2023 17:51:33,65.03,65.48,53.21,,,
3247,04/25/2023 17:56:33,64.39,66.77,53.13,,,
3248,04/25/2023 18:01:33,64.43,67.20,53.35,,,
3249,04/25/2023 18:06:33,64.02,67.75,53.18,,,
3250,04/25/2023 18:11:33,63.10,69.66,53.05,,,
3251,04/25/2023 18:16:33,62.90,69.16,52.67,,,
3252,04/25/2023 18:21:33,62.57,70.74,52.97,,,
3253,04/25/2023 18:26:33,61.92,71.41,52.60,,,
3254,04/25/2023 18:31:33,61.53,72.50,52.64,,,
3255,04/25/2023 18:36:33,61.07,73.11,52.42,,,
3256,04/25/2023 18:41:33,60.68,74.37,52.52,,,
3257,04/25/2023 18:46:33,60.12,75.85,52.51,,,
3258,04/25/2023 18:51:33,59.85,76.56,52.50,,,
3259,04/25/2023 18:56:33,59.50,77.47,52.49,,,
3260,04/25/2023 19:01:33,59.08,78.55,52.45,,,
3261,04/25/2023 19:06:33,58.71,78.79,52.17,,,
3262,04/25/2023 19:11:33,58.27,79.51,51.99,,,
3263,04/25/2023 19:16:33,57.94,80.53,52.02,,,
3264,04/25/2023 19:21:33,57.44,81.66,51.90,,,
3265,04/25/2023 19:26:33,57.07,82.38,51.78,,,
3266,04/25/2023 19:31:33,56.71,83.30,51.73,,,
3267,04/25/2023 19:36:33,56.45,84.09,51.74,,,
3268,04/25/2023 19:41:33,56.18,84.84,51.71,,,
3269,04/25/2023 19:46:33,56.05,85.33,51.73,,,
3270,04/25/2023 19:51:33,55.95,85.90,51.82,,,
3271,04/25/2023 19:56:33,55.80,86.01,51.70,,,
3272,04/25/2023 20:01:33,55.39,87.37,51.73,,,
3273,04/25/2023 20:06:33,54.85,88.26,51.47,,,
3274,04/25/2023 20:11:33,54.18,90.13,51.37,,,
3275,04/25/2023 20:16:33,53.67,91.18,51.19,,,
3276,04/25/2023 20:21:33,53.58,91.74,51.26,,,
3277,04/25/2023 20:26:33,53.25,91.05,50.73,,,
3278,04/25/2023 20:31:33,52.63,92.25,50.47,,,
3279,04/25/2023 20:36:33,52.01,92.48,49.92,,,
3280,04/25/2023 20:41:33,51.55,92.85,49.57,,,
3281,04/25/2023 20:46:33,51.26,94.13,49.65,,,
3282,04/25/2023 20:51:33,51.15,95.16,49.83,,,
3283,04/25/2023 20:56:33,51.07,95.34,49.80,,,
3284,04/25/2023 21:01:33,52.21,97.88,51.65,,,
3285,04/25/2023 21:06:33,53.15,94.21,51.56,,,
3286,04/25/2023 21:11:33,53.02,94.24,51.43,,,
3287,04/25/2023 21:16:33,53.33,93.80,51.61,,,
3288,04/25/2023 21:21:33,52.96,94.04,51.32,,,
3289,04/25/2023 21:26:33,52.94,94.47,51.42,,,
3290,04/25/2023 21:31:33,53.06,94.00,51.40,,,
3291,04/25/2023 21:36:33,53.02,94.17,51.41,,,
3292,04/25/2023 21:41:33,52.81,93.95,51.14,,,
3293,04/25/2023 21:46:33,52.30,94.70,50.85,,,
3294,04/25/2023 21:51:33,52.00,95.95,50.90,,,
3295,04/25/2023 21:56:33,52.03,95.87,50.91,,,
3296,04/25/2023 22:01:33,51.94,96.76,51.07,,,
3297,04/25/2023 22:06:33,52.25,97.07,51.46,,,
3298,04/25/2023 22:11:33,52.96,95.85,51.83,,,
3299,04/25/2023 22:16:33,53.37,94.76,51.93,,,
3300,04/25/2023 22:21:33,53.21,94.99,51.84,,,
3301,04/25/2023 22:26:33,53.11,94.92,51.72,,,
3302,04/25/2023 22:31:33,52.34,94.41,50.81,,,
3303,04/25/2023 22:36:33,51.80,95.32,50.53,,,
3304,04/25/2023 22:41:33,51.38,95.96,50.29,,,
3305,04/25/2023 22:46:33,51.30,97.01,50.50,,,
3306,04/25/2023 22:51:33,51.11,96.55,50.18,,,
3307,04/25/2023 22:56:33,50.91,96.65,50.02,,,
3308,04/25/2023 23:01:33,50.66,96.88,49.83,,,
3309,04/25/2023 23:06:33,50.33,96.97,49.53,,,
3310,04/25/2023 23:11:33,49.97,97.36,49.27,,,
3311,04/25/2023 23:16:33,49.52,96.50,48.59,,,
3312,04/25/2023 23:21:33,49.16,97.71,48.56,,,
3313,04/25/2023 23:26:33,48.77,97.37,48.08,,,
3314,04/25/2023 23:31:33,48.33,97.35,47.63,,,
3315,04/25/2023 23:36:33,48.17,98.42,47.76,,,
3316,04/25/2023 23:41:33,47.79,97.49,47.13,,,
3317,04/25/2023 23:46:33,47.46,98.00,46.94,,,
3318,04/25/2023 23:51:33,47.32,98.93,47.05,,,
3319,04/25/2023 23:56:33,47.46,99.15,47.25,,,
3320,04/26/2023 00:01:33,47.32,99.05,47.09,,,
3321,04/26/2023 00:06:33,47.11,99.26,46.93,,,
3322,04/26/2023 00:11:33,46.92,99.21,46.72,,,
3323,04/26/2023 00:16:33,46.92,99.25,46.73,,,
